"store_id" "city" "region" "latitude" "longitude" "opened" "closed"
"216" 218 "Челябинск" "Урал" 61.3320887915443 55.1059657145446 2015-09-02 NA
"217" 219 "Казань" "Волга" 49.038391060916 55.8740959628652 2015-09-04 NA
"218" 220 "Воронеж" "Центр" 39.3460795777947 51.5700955545754 2015-09-23 NA
"219" 221 "Москва" "Москва" 37.7336668143902 55.8995744910349 2015-10-10 2020-01-09
"220" 222 "Махачкала" "Юг" 47.5223141767494 42.9114403750002 2015-11-02 NA
"221" 223 "Красноярск" "Сибирь" 92.8734456471119 56.0359417593335 2015-12-16 2019-02-09
"222" 224 "Новосибирск" "Сибирь" 83.0459698315388 54.9311273535918 2016-01-08 NA
"223" 225 "Санкт-Петербург" "Санкт-Петербург" 30.4282514703336 59.8994423741262 2016-01-29 NA
"224" 226 "Москва" "Москва" 37.7495551626585 55.6006670881786 2016-02-06 NA
"225" 227 "Москва" "Москва" 37.6893177044034 55.609601977144 2016-03-14 NA
"226" 228 "Самара" "Волга" 49.9732446840892 53.1183917286579 2016-04-01 NA
"227" 229 "Волгоград" "Волга" 44.3799655659173 48.7432367956928 2016-05-15 NA
"228" 230 "Москва" "Москва" 37.5883771832954 55.6709880123405 2016-05-31 NA
"229" 231 "Волгоград" "Волга" 44.4062878463234 48.8169255522043 2016-06-24 NA
"230" 232 "Ярославль" "Волга" 39.9803718965061 57.68879023828 2016-07-14 NA
"231" 233 "Москва" "Москва" 37.7544398465814 55.8811764514098 2016-08-28 NA
"232" 234 "Москва" "Москва" 37.6286978860773 55.7762150075078 2016-09-16 NA
"233" 235 "Красноярск" "Сибирь" 92.7556716512374 56.1493654053887 2016-11-03 NA
"234" 236 "Москва" "Москва" 37.7483227522267 55.6308307859373 2016-12-16 NA
"235" 237 "Санкт-Петербург" "Санкт-Петербург" 30.4196866422534 59.8834870378274 2017-01-26 NA
"236" 238 "Самара" "Волга" 50.0756455931275 53.241403150722 2017-02-24 NA
"237" 239 "Волгоград" "Волга" 44.4721540174962 48.742929790957 2017-03-12 NA
"238" 240 "Москва" "Москва" 37.5102385452171 55.8594566423238 2017-04-10 NA
"239" 241 "Москва" "Москва" 37.5850654536081 55.7703083380383 2017-05-06 NA
"240" 242 "Нижний Новгород" "Волга" 44.0512160820979 56.2147991302921 2017-05-30 NA
"241" 243 "Нижний Новгород" "Волга" 44.0503481939993 56.2587264187666 2017-06-27 NA
"242" 244 "Москва" "Москва" 37.7376411012528 55.7812932731608 2017-08-12 NA
"243" 245 "Самара" "Волга" 49.9996082173588 53.3291328255791 2017-09-26 NA
"244" 246 "Москва" "Москва" 37.600484787595 55.8368817276113 2017-10-30 NA
"245" 247 "Москва" "Москва" 37.7065579174473 55.7139457229782 2017-11-26 NA
"246" 248 "Хабаровск" "Дальний Восток" 135.151792735564 48.6172840012228 2017-12-13 NA
"247" 249 "Москва" "Москва" 37.522900325541 55.6734380693898 2017-12-25 NA
"248" 250 "Пермь" "Урал" 56.1822844724336 57.8749627367091 2018-02-03 NA
"249" 251 "Волгоград" "Волга" 44.5445404856049 48.8044146916793 2018-03-21 NA
"250" 252 "Иркутск" "Сибирь" 104.316921449945 52.1792156062833 2018-04-21 NA
"251" 253 "Омск" "Сибирь" 73.3799587660738 54.990377775643 2018-05-21 NA
"252" 254 "Нижний Новгород" "Волга" 44.0212379111302 56.3958202704819 2018-05-22 NA
"253" 255 "Москва" "Москва" 37.5791503855414 55.6036674057857 2018-07-07 NA
"254" 256 "Барнаул" "Сибирь" 83.6916375888242 53.3045297875686 2018-08-12 NA
"255" 257 "Краснодар" "Юг" 38.9821925744303 45.1284423647839 2018-08-19 NA
"256" 258 "Уфа" "Урал" 55.9223721615821 54.6099599205603 2018-09-22 NA
"257" 259 "Иркутск" "Сибирь" 104.138439622408 52.3472281673503 2018-11-03 NA
"258" 260 "Воронеж" "Центр" 39.263918686435 51.6014162295489 2018-11-15 NA
"259" 261 "Омск" "Сибирь" 73.3422617908603 55.0814097688468 2018-12-10 NA
"260" 262 "Тольятти" "Волга" 49.2800015472341 53.3881058156665 2018-12-28 NA
"261" 263 "Москва" "Москва" 37.5651189439153 55.8301209665859 2019-02-04 NA
"262" 264 "Краснодар" "Юг" 38.9189688604679 44.9976706311498 2019-03-06 NA
"263" 265 "Москва" "Москва" 37.5949494430717 55.7142476132164 2019-03-30 NA
"264" 266 "Ростов-на-Дону" "Юг" 39.8148484394983 47.1951390465437 2019-04-06 NA
"265" 267 "Самара" "Волга" 50.0496660305115 53.2355743567465 2019-04-26 NA
"266" 268 "Казань" "Волга" 49.0111073095102 55.6406467063519 2019-05-23 NA
"267" 269 "Уфа" "Урал" 56.038567387158 54.7600807169166 NA NA
"268" 270 "Воронеж" "Центр" 39.2904050356806 51.7262315029735 2019-07-11 NA
"269" 271 "Уфа" "Урал" 55.9915655429792 54.8570097736495 2019-07-23 NA
"270" 272 "Санкт-Петербург" "Санкт-Петербург" 30.2101205085047 59.8753204684026 2019-07-27 NA
"271" 273 "Ростов-на-Дону" "Юг" 39.7153250014972 47.3264731614566 2019-08-30 NA
"272" 274 "Тюмень" "Сибирь" 65.6857171954752 57.1707472532112 2019-10-09 NA
"273" 275 "Санкт-Петербург" "Санкт-Петербург" 30.3971330189022 60.0718703516313 2019-10-26 NA
"274" 276 "Санкт-Петербург" "Санкт-Петербург" 30.4391089539385 59.8754976262824 2019-11-16 NA
"275" 277 "Волгоград" "Волга" 44.4767396923902 48.5936773532732 2019-12-19 NA
"276" 278 "Воронеж" "Центр" 39.3409837735681 51.7887789777006 2020-01-02 NA
