"╧.TT" "медекъ" "йнк-бн"
"241" 134 43298 121463.624042674
"242" 134 43310 106308.875754864
"243" 134 43315 112248.581733753
"244" 134 43319 69688.1559639596
"245" 134 43330 96714.9787808132
"246" 134 43332 115132.643806806
"247" 134 43345 73407.1722471093
"248" 134 43349 125074.784545234
"249" 134 43355 104139.23281717
"250" 134 43365 112229.560308834
"251" 134 43372 120036.17078108
"252" 134 43377 100751.311933739
"253" 134 43387 118593.913756717
"254" 134 43394 66625.2605947106
"255" 134 43400 79347.8121725102
"256" 134 43406 110818.480189899
"257" 134 43415 103644.027284398
"258" 134 43421 120623.537453528
"259" 134 43429 111418.192685102
"260" 134 43435 112327.520933273
"261" 134 43441 81161.6830331802
"262" 134 43445 98312.7622111055
"263" 134 43452 93862.2972870376
"264" 134 43461 119532.211271282
"265" 134 43468 103371.714251388
"266" 134 43478 105350.532981229
"267" 134 43483 114761.641393073
"268" 134 43491 103216.770594938
"269" 134 43495 112399.126751176
"270" 134 43505 128376.972121459
"271" 134 43510 96187.9082877711
"272" 134 43517 112621.582464261
"273" 134 43523 96861.3729575381
"274" 134 43529 116191.485703255
"275" 134 43541 131230.505352487
"276" 134 43545 120743.55734042
"277" 134 43549 97698.3362731015
"278" 134 43560 82777.5413502273
"279" 134 43569 115694.88173347
"280" 134 43575 84551.235984131
"281" 134 43578 108637.186357414
"282" 134 43585 91306.0504299047
"283" 134 43596 83991.572125193
"284" 134 43604 89516.5745414338
"285" 134 43610 85721.0625810304
"286" 134 43612 102611.79488511
"287" 134 43620 95424.1051655043
"288" 134 43626 111635.732095395
"289" 134 43636 97709.9128009992
"290" 134 43645 119198.45499038
"291" 134 43650 101941.453175097
"292" 134 43655 98646.2697553674
"293" 134 43667 100199.789462231
"294" 134 43674 127351.877844001
"295" 134 43681 75228.618545705
"296" 134 43686 108885.611095185
"297" 134 43695 114002.738180629
"298" 134 43701 76943.2725621709
"299" 134 43704 115483.864083049
"300" 134 43715 104691.978948933
"301" 134 43717 57020.1192491926
"302" 134 43730 83242.0252527806
"303" 134 43736 92315.8067827163
"304" 134 43743 92845.7769313365
"305" 134 43750 110330.330158192
"306" 134 43754 101655.70237759
"307" 134 43763 83899.8673752444
"308" 134 43771 112205.243439339
"309" 134 43777 103329.424516506
"310" 134 43784 78588.7524927838
"311" 134 43787 71090.1969280866
"312" 134 43796 103046.560371941
"313" 134 43802 113186.799326312
"314" 134 43812 75245.2142216586
"315" 134 43816 81930.2887095819
"316" 134 43828 114740.573772096
"317" 134 43829 81513.754137278
"318" 134 43837 102462.443873976
"319" 145 43106 69554.9199601397
"320" 145 43108 97331.9134463083
"321" 145 43117 113246.670157385
"322" 145 43127 132241.63241843
"323" 145 43133 84547.3063071396
"324" 145 43141 81201.5032709813
"325" 145 43144 79255.9835568649
"326" 145 43156 95490.9189707603
"327" 145 43157 113955.961135732
"328" 145 43169 72733.6334120754
"329" 145 43176 123521.58817714
"330" 145 43184 80804.5204329331
"331" 145 43186 141102.570750217
"332" 145 43193 90581.7607003606
"333" 145 43201 112395.568871792
"334" 145 43206 99272.0105322814
"335" 145 43217 107186.750875715
"336" 145 43221 82191.1039699791
"337" 145 43227 88418.4785233205
"338" 145 43237 134987.242552116
"339" 145 43247 124023.522170382
"340" 145 43249 109024.510519112
"341" 145 43257 104767.253610109
"342" 145 43263 98210.4255881101
"343" 145 43274 95187.2537191027
"344" 145 43281 83598.3646931744
"345" 145 43286 97162.5451890039
"346" 145 43291 77707.1817745992
"347" 145 43300 102944.124063804
"348" 145 43304 95757.793962608
"349" 145 43317 102191.384400139
"350" 145 43318 83187.3876652805
"351" 145 43331 100965.167453561
"352" 145 43336 83532.7573037614
"353" 145 43342 108560.716113461
"354" 145 43350 108901.662067901
"355" 145 43353 106611.718685928
"356" 145 43366 139820.688713781
"357" 145 43371 116863.739764834
"358" 145 43374 86363.339607093
"359" 145 43382 134236.059997683
"360" 145 43392 97809.8835397469
"361" 145 43401 96480.5938873501
"362" 145 43404 100543.306532755
"363" 145 43415 135774.800846162
"364" 145 43418 114768.297092732
"365" 145 43423 124342.959596472
"366" 145 43433 97337.7879284349
"367" 145 43443 100537.873790934
"368" 145 43450 118495.776173241
"369" 145 43452 76245.8772305926
"370" 145 43462 123364.451894026
"371" 145 43471 94540.1499411545
"372" 145 43475 91998.7373334755
"373" 145 43481 89289.823020479
"374" 145 43487 99097.9414275883
"375" 145 43493 101173.35302809
"376" 145 43502 130068.33186395
"377" 145 43513 158032.244201336
"378" 145 43517 103748.203073884
"379" 145 43523 101247.983005239
"380" 145 43533 79025.3964795331
"381" 145 43540 92741.3848986119
"382" 145 43545 109296.040513922
"383" 145 43552 103820.5333167
"384" 145 43560 123768.905836043
"385" 145 43563 106137.486167473
"386" 145 43571 134645.165252136
"387" 145 43579 67326.7378250731
"388" 145 43588 118693.860068412
"389" 145 43596 88305.43535568
"390" 145 43602 100875.202501154
"391" 145 43606 103765.734058692
"392" 145 43617 104779.694763334
"393" 145 43619 114361.444937346
"394" 145 43629 115780.016164974
"395" 145 43638 78104.4137138311
"396" 145 43643 96578.1549927679
"397" 145 43653 101844.836756959
"398" 145 43657 142888.7743751
"399" 145 43663 97702.793650414
"400" 145 43669 79475.3296983845
"401" 145 43679 107544.757186442
"402" 145 43683 101202.865065649
"403" 145 43694 136046.128477165
"404" 145 43698 94425.4825361105
"405" 145 43709 127124.466039542
"406" 145 43715 118658.486768847
"407" 145 43720 111804.955152688
"408" 145 43728 97337.8161037281
"409" 145 43735 87873.1362403422
"410" 145 43740 111776.583663981
"411" 145 43745 90243.111213075
"412" 145 43758 103986.201674666
"413" 145 43759 75192.6669469308
"414" 145 43769 94281.6820299148
"415" 145 43776 82724.3289476142
"416" 145 43786 117040.461078763
"417" 145 43787 110205.851170601
"418" 145 43797 86343.9952861785
"419" 145 43806 109086.409105664
"420" 145 43810 105087.120408387
"421" 145 43815 119420.262948299
"422" 145 43825 129612.59205896
"423" 145 43831 55075.7558404132
"424" 145 43841 110345.767674881
"425" 224 43104 76674.9353722677
"426" 224 43112 90308.5937124786
"427" 224 43119 89333.5853081886
"428" 224 43126 136582.818988753
"429" 224 43132 60964.7294428633
"430" 224 43141 130282.168671461
"431" 224 43149 93178.2121269832
"432" 224 43151 108535.325430797
"433" 224 43163 112250.253591812
"434" 224 43167 109012.083170948
"435" 224 43175 106028.481200556
"436" 224 43179 98530.4905971905
"437" 224 43186 87939.7296459781
"438" 224 43194 90089.5584416685
"439" 224 43203 109171.964053423
"440" 224 43210 96156.3344785046
"441" 224 43214 136905.617777981
"442" 224 43224 146493.686519698
"443" 224 43228 97834.7741992109
"444" 224 43239 92038.4525467207
"445" 224 43244 103191.857737536
"446" 224 43254 103218.235318886
"447" 224 43257 122719.233054871
"448" 224 43265 95275.1085444618
"449" 224 43269 116831.594214066
"450" 224 43276 90927.2050098648
"451" 224 43285 100018.289722261
"452" 224 43293 111558.175336269
"453" 224 43302 66078.5624207311
"454" 224 43304 115548.188210576
"455" 224 43312 89410.1851798119
"456" 224 43321 135475.765513873
"457" 224 43331 126544.671261592
"458" 224 43334 110550.831530555
"459" 224 43339 75195.7925565934
"460" 224 43347 57091.975851085
"461" 224 43357 76110.2100045138
"462" 224 43363 97577.4868584622
"463" 224 43367 84969.7585261735
"464" 224 43380 126994.914301054
"465" 224 43382 104487.797351894
"466" 224 43392 109378.576973481
"467" 224 43398 75684.4416212165
"468" 224 43408 68666.7908284197
"469" 224 43410 102465.142579002
"470" 224 43419 108331.625018502
"471" 224 43428 126973.256032538
"472" 224 43431 124600.185320798
"473" 224 43440 60596.1880904885
"474" 224 43449 78914.1565826901
"475" 224 43455 119664.286739223
"476" 224 43462 90623.576767247
"477" 224 43467 105150.121565337
"478" 224 43472 108571.563192045
"479" 224 43481 72431.7632259172
"480" 224 43488 83159.1181873558
"481" 224 43493 123096.562593061
"482" 224 43500 113819.469810642
"483" 224 43511 141310.452811473
"484" 224 43514 75860.739021864
"485" 224 43526 88029.9222288
"486" 224 43533 77234.216777504
"487" 224 43536 127647.467084043
"488" 224 43542 135514.706642816
"489" 224 43554 92273.8859663732
"490" 224 43561 93637.721832076
"491" 224 43569 102199.272608133
"492" 224 43570 109441.743538799
"493" 224 43577 88742.5193496091
"494" 224 43584 124538.93742361
"495" 224 43596 91415.5424424886
"496" 224 43599 115457.161114035
"497" 224 43611 108718.531973049
"498" 224 43616 92537.4508225875
"499" 224 43623 86818.0578114408
"500" 224 43629 90156.991741109
"501" 224 43633 91491.9928762895
"502" 224 43642 82295.2409240094
"503" 224 43653 68441.7819675765
"504" 224 43657 74330.6586740022
"505" 224 43663 71039.581907852
"506" 224 43670 122746.202580782
"507" 224 43677 96883.1376158644
"508" 224 43687 113911.149793125
"509" 224 43693 87136.9776337725
"510" 224 43702 98871.3972224393
"511" 224 43705 116822.233148182
"512" 224 43713 115449.980933389
"513" 224 43718 89938.9271515378
"514" 224 43726 74064.3421462669
"515" 224 43735 85969.049485804
"516" 224 43743 111468.422829396
"517" 224 43749 119835.782742105
"518" 224 43757 108487.750394096
"519" 224 43764 70586.7986133015
"520" 224 43768 83547.1938380685
"521" 224 43777 68113.6315636887
"522" 224 43782 91015.1109728564
"523" 224 43787 114905.840882958
"524" 224 43800 67337.7677244275
"525" 224 43801 102228.5010779
"526" 224 43810 122077.874348777
"527" 224 43820 121215.113241746
"528" 224 43823 111041.596133148
"529" 224 43830 111524.121060705
"530" 224 43839 116841.13984003
"531" 42 43101 112534.700721529
"532" 42 43108 127798.491605584
"533" 42 43115 111244.333918622
"534" 42 43122 96680.9428726433
"535" 42 43129 119628.271484323
"536" 42 43136 98178.5545308021
"537" 42 43143 86979.5767035182
"538" 42 43150 110867.475266762
"539" 42 43157 59896.5303695352
"540" 42 43164 79675.9905091193
"541" 42 43171 67919.4440592065
"542" 42 43178 96952.5442118171
"543" 42 43185 98176.4994950362
"544" 42 43192 77994.2354027157
"545" 42 43199 88625.6308682613
"546" 42 43206 165073.970094602
"547" 42 43213 102205.007934761
"548" 42 43220 83653.9108815546
"549" 42 43227 106736.758418424
"550" 42 43234 95023.5996101717
"551" 42 43241 103141.749679825
"552" 42 43248 89286.0647010017
"553" 42 43255 123229.306248176
"554" 42 43262 107869.643740474
"555" 42 43269 96418.8449726426
"556" 42 43276 96562.0761463769
"557" 42 43283 88632.1658801077
"558" 42 43290 112412.215824506
"559" 42 43297 93150.1879357257
"560" 42 43304 118848.568161754
"561" 42 43311 77958.5980924826
"562" 42 43318 112384.066984677
"563" 42 43325 128087.303198197
"564" 42 43332 126932.882524759
"565" 42 43339 127955.479785217
"566" 42 43346 124188.966757074
"567" 42 43353 82763.0255754971
"568" 42 43360 101144.719974605
"569" 42 43367 75959.8193595559
"570" 42 43374 77100.52026915
"571" 42 43381 49673.6451356686
"572" 42 43388 80594.6439678601
"573" 42 43395 108769.678878579
"574" 42 43402 111672.214165588
"575" 42 43409 127349.332560365
"576" 42 43416 96479.6096530898
"577" 42 43423 93870.5547337313
"578" 42 43430 68131.7656654359
"579" 42 43437 117646.779236778
"580" 42 43444 100439.913392332
"581" 42 43451 117812.106890681
"582" 42 43458 112087.839468325
"583" 42 43465 105012.642222989
"584" 42 43472 86633.6376994084
"585" 42 43479 69807.091529826
"586" 42 43486 107403.262322586
"587" 42 43493 117332.021712226
"588" 42 43500 100600.565751831
"589" 42 43507 99864.1511015877
"590" 42 43514 83346.2103764221
"591" 42 43521 122819.219814017
"592" 42 43528 104917.900231981
"593" 42 43535 107666.425427447
"594" 42 43542 99875.97637614
"595" 42 43549 71104.0178643354
"596" 42 43556 110288.182280073
"597" 42 43563 92707.1096395814
"598" 42 43570 130369.260546914
"599" 42 43577 116834.490015576
"600" 42 43584 64391.5678369831
"601" 42 43591 83581.4691737269
"602" 42 43598 112300.18435145
"603" 42 43605 129149.351482861
"604" 42 43612 82262.7138839052
"605" 42 43619 106716.681701428
"606" 42 43626 87857.6930526063
"607" 42 43633 121236.651679466
"608" 42 43640 123725.60080255
"609" 42 43647 108172.20528995
"610" 42 43654 70824.1221491009
"611" 42 43661 121056.242975726
"612" 42 43668 97322.7684363395
"613" 42 43675 82292.7651980199
"614" 42 43682 101900.007943755
"615" 42 43689 87961.037159222
"616" 42 43696 90114.1910470381
"617" 42 43703 77093.9626446924
"618" 42 43710 128114.407861233
"619" 42 43717 103112.063176318
"620" 42 43724 90408.2784711706
"621" 42 43731 96039.5112320554
"622" 42 43738 73970.4655364234
"623" 42 43745 104075.250337444
"624" 42 43752 67969.4409234286
"625" 42 43759 127087.07082982
"626" 42 43766 121472.323521592
"627" 42 43773 87767.2443125291
"628" 42 43780 42008.6627024199
"629" 42 43787 114243.638395248
"630" 42 43794 109843.462199234
"631" 42 43801 106592.4760352
"632" 42 43808 107245.426025968
"633" 42 43815 87318.0582108502
"634" 42 43822 92529.7555454981
"635" 42 43829 115310.466081043
"636" 42 43836 120579.6909173
"637" 45 43101 116179.024076908
"638" 45 43108 120946.311707562
"639" 45 43115 97002.7023813985
"640" 45 43122 109885.915373542
"641" 45 43129 116792.038298866
"642" 45 43136 65295.8366739693
"643" 45 43143 97577.8498600257
"644" 45 43150 100685.828604912
"645" 45 43157 83742.6754170638
"646" 45 43164 102354.622221496
"647" 45 43171 97333.9618816312
"648" 45 43178 112590.966604428
"649" 45 43185 109511.982302076
"650" 45 43192 139159.95764205
"651" 45 43199 94755.8460650189
"652" 45 43206 112492.641810661
"653" 45 43213 26916.3659378372
"654" 45 43220 105950.947955548
"655" 45 43227 58595.9444401161
"656" 45 43234 118958.452234684
"657" 45 43241 108525.986560118
"658" 45 43248 96755.7569130531
"659" 45 43255 137138.151765253
"660" 45 43262 108910.135033359
"661" 45 43269 106884.881106812
"662" 45 43276 128335.59753032
"663" 45 43283 75088.6261365139
"664" 45 43290 97672.4013741897
"665" 45 43297 102112.24845842
"666" 45 43304 97937.8584613399
"667" 45 43311 81796.2504193305
"668" 45 43318 82298.9806923233
"669" 45 43325 134679.763188305
"670" 45 43332 112906.551304138
"671" 45 43339 99637.3222896545
"672" 45 43346 111170.052559306
"673" 45 43353 110777.074544381
"674" 45 43360 99881.2346772392
"675" 45 43367 82790.4123629966
"676" 45 43374 85716.4057021985
"677" 45 43381 110369.004610454
"678" 45 43388 113578.576635729
"679" 45 43395 67134.3681937856
"680" 45 43402 119048.729291093
"681" 45 43409 136440.931381991
"682" 45 43416 122488.082205984
"683" 45 43423 143639.081342199
"684" 45 43430 80723.262691124
"685" 45 43437 95422.2875822182
"686" 45 43444 123024.611286604
"687" 45 43451 117170.509176412
"688" 45 43458 78672.8609032218
"689" 45 43465 100104.557126553
"690" 45 43472 86009.1845554011
"691" 45 43479 112463.344181733
"692" 45 43486 81335.1398963485
"693" 45 43493 91340.7477005476
"694" 45 43500 78449.3936743041
"695" 45 43507 88932.2375318578
"696" 45 43514 99317.7773011265
"697" 45 43521 134585.925801551
"698" 45 43528 107096.32656412
"699" 45 43535 119893.807472359
"700" 45 43542 115938.82155706
"701" 45 43549 120885.935903429
"702" 45 43556 113395.455022008
"703" 45 43563 124909.18444658
"704" 45 43570 84450.4614873201
"705" 45 43577 110936.833006797
"706" 45 43584 110182.867601937
"707" 45 43591 103106.865969307
"708" 45 43598 62646.9360757136
"709" 45 43605 74495.6813967692
"710" 45 43612 133419.174064917
"711" 45 43619 127962.216256569
"712" 45 43626 90592.2497334828
"713" 45 43633 107801.320264378
"714" 45 43640 99155.0401851326
"715" 45 43647 102565.509287971
"716" 45 43654 73443.5271596167
"717" 45 43661 86287.2444833737
"718" 45 43668 131234.294439453
"719" 45 43675 105815.619159895
"720" 45 43682 91491.1738945613
"721" 45 43689 101485.342470464
"722" 45 43696 98801.1104654432
"723" 45 43703 95837.8724569697
"724" 45 43710 108015.174192648
"725" 45 43717 88174.7097584624
"726" 45 43724 62589.6472011696
"727" 45 43731 114393.413357406
"728" 45 43738 92749.0261462909
"729" 45 43745 117002.324789271
"730" 45 43752 127063.796284129
"731" 45 43759 80143.0322556763
"732" 45 43766 103070.238921504
"733" 45 43773 77073.8494919401
"734" 45 43780 66986.7897824554
"735" 45 43787 71870.5092955745
"736" 45 43794 121014.057408633
"737" 45 43801 99878.3375511317
"738" 45 43808 92485.3408399437
"739" 45 43815 113955.284547772
"740" 45 43822 109739.340373702
"741" 45 43829 120573.692283286
"742" 45 43836 98806.4462270693
"743" 60 43101 98423.6967538041
"744" 60 43108 86401.6202660724
"745" 60 43115 93169.1991360138
"746" 60 43122 96084.6380579368
"747" 60 43129 103379.682977284
"748" 60 43136 87383.2407607808
"749" 60 43143 119330.339416461
"750" 60 43150 79449.6607883777
"751" 60 43157 114241.545333463
"752" 60 43164 108610.637800008
"753" 60 43171 116914.371532288
"754" 60 43178 70123.0381163213
"755" 60 43185 89837.7481290809
"756" 60 43192 112871.319987172
"757" 60 43199 77117.6399588047
"758" 60 43206 87088.184125658
"759" 60 43213 109077.42583387
"760" 60 43220 85474.484072789
"761" 60 43227 85122.7002199411
"762" 60 43234 88501.7020587169
"763" 60 43241 100267.434116109
"764" 60 43248 76412.2855989263
"765" 60 43255 132250.636009394
"766" 60 43262 129643.935297401
"767" 60 43269 129412.594046364
"768" 60 43276 99729.4848461907
"769" 60 43283 104940.780135624
"770" 60 43290 92216.2165713973
"771" 60 43297 104681.146649694
"772" 60 43304 94512.5788474359
"773" 60 43311 98716.4806587253
"774" 60 43318 94814.1996603809
"775" 60 43325 84095.8159147672
"776" 60 43332 97794.4328439552
"777" 60 43339 87035.4611473381
"778" 60 43346 73804.2524981704
"779" 60 43353 100893.4168814
"780" 60 43360 104653.378934863
"781" 60 43367 129097.068417789
"782" 60 43374 92446.0804835468
"783" 60 43381 98139.2358388821
"784" 60 43388 91160.1048939748
"785" 60 43395 104985.974876316
"786" 60 43402 116268.124752413
"787" 60 43409 126615.334468085
"788" 60 43416 89524.4189384155
"789" 60 43423 75397.8190589077
"790" 60 43430 118101.335129393
"791" 60 43437 103073.090060023
"792" 60 43444 125440.196936682
"793" 60 43451 99420.9884024121
"794" 60 43458 103984.227382444
"795" 60 43465 159347.106997335
"796" 60 43472 124565.952733004
"797" 60 43479 90655.2108232668
"798" 60 43486 122884.879814441
"799" 60 43493 64873.8976056881
"800" 60 43500 86985.8944863471
"801" 60 43507 79094.0569250522
"802" 60 43514 88970.9060575223
"803" 60 43521 84014.6843917315
"804" 60 43528 104446.051640116
"805" 60 43535 97156.2051577903
"806" 60 43542 73549.4391164587
"807" 60 43549 88239.3923328035
"808" 60 43556 118583.351901532
"809" 60 43563 108049.621051465
"810" 60 43570 104680.010421356
"811" 60 43577 99009.7367372734
"812" 60 43584 95423.7808383094
"813" 60 43591 68291.6753512012
"814" 60 43598 84309.3538712074
"815" 60 43605 111395.995712065
"816" 60 43612 105562.70998484
"817" 60 43619 95356.0169950877
"818" 60 43626 129544.372389953
"819" 60 43633 111031.774271844
"820" 60 43640 107790.100302881
"821" 60 43647 101118.417890525
"822" 60 43654 74585.3411478968
"823" 60 43661 127305.500454023
"824" 60 43668 66167.4901967554
"825" 60 43675 101235.404967647
"826" 60 43682 111262.134272792
"827" 60 43689 108212.635935734
"828" 60 43696 117336.657529917
"829" 60 43703 93367.8870932413
"830" 60 43710 91259.3266526007
"831" 60 43717 105953.550553726
"832" 60 43724 91841.1228854898
"833" 60 43731 79553.6354743608
"834" 60 43738 115436.461911984
"835" 60 43745 52342.8538866845
"836" 60 43752 77592.3472359778
"837" 60 43759 88901.2963078093
"838" 60 43766 82347.3046514689
"839" 60 43773 102237.370414394
"840" 60 43780 78830.2740017334
"841" 60 43787 101387.589646738
"842" 60 43794 86467.5666686232
"843" 60 43801 104988.091953875
"844" 60 43808 94584.7639490121
"845" 60 43815 103673.567540134
"846" 60 43822 125575.872827049
"847" 60 43829 125163.620001083
"848" 60 43836 84303.5837063832
